id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
172,9E,4391,MBS,DTW,3,351,59,0,5mZhuA,Nathanil,Monan,Male,69,Brazil,Araraquara Airport,BR,Brazil,SAM,South America,3/08/2022,AQA,Gabe Sartin,On Time,Aegean Airlines,1,"""only middle seats were available for free""",4th April 2022,TRUE,"  I booked a ComfortFlex ticket for a midday flight from Athens to Thessaloniki on April 3rd. We had a change in our plans and I had to change my ticket to an evening flight. This particular fare allows changes for the same day with no fee and seats were available on the new flight so I logged into my reservation and changed the flight successfully.  I then tried to reserve a window seat on the new flight but noticed that only middle seats were available for free. This seemed strange since the flight was not sold out and ComfortFlex tickets allow free seating in the entire aircraft except for the exit row seats, where a charge applies. I then noticed that the only window or aisle seats available on my new flight were those at the exit row and those would involve an extra 9 Euro charge. As I'm about to proceed with the payment of this 9 Euro charge, my boyfriend informs me he will be joining me on the same flight. We book a new ticket for him and when we reach the seat map on his reservation, we can see plenty window and aisle seats available for free. We decide to call the Aegean call center to inquire why our reservations show different seats maps even though we've both purchased ComfortFlex tickets and we're traveling on the same flight. Their response was that it must be a systemic error and if we wanted, we could wait until going to the airport and request a window or an aisle seat there. If anyone of you has ever called Aegean for similar matters, you'll know that 9 out of 10 times, it's always the ""system"". It's evident that they're manipulating the availability of their seat maps to force you to pay extra fees even when you've purchased their highest economy class fare.  We paid the 9 Euro fee this time but from our main choice, they will become our last choice until they get their act together. And of course it came as no surprise to read so many other reviews here from other passengers complaining about similar situations. I'm attaching a picture of the two seat maps and I leave you to draw your own conclusions. The bookable seats are those in blue and in my seatmap, window and aisle seats are not available.",A320,Couple Leisure,Economy Class,Athens to Thessaloniki,Apr-22,1,3,2,3,,2,1,no,satisfied,Loyal Customer,49,Personal Travel,Eco,1282,0,2,0,4,2,0,2,2,1,2,4,2,4,2,0,0
173,HA,218,HNL,KOA,3,352,41,0,HSAKU8,Skelly,Gopsell,Male,9,Czech Republic,Phoenix-Mesa-Gateway Airport,US,United States,NAM,North America,6/10/2022,AZA,Deborah Mathissen,On Time,Aegean Airlines,1,"""Excellent service from start to finish""",3rd April 2022,FALSE,"  Check-in procedure carried out professionally by extremely polite and communicative staff. Hand luggage was checked to ensure compliance with Aegean 's terms and conditions which it did. Breezed through Passport control despite the terminal being quite busy. Ample and polite staff kept queues short. Aegean Airlines terminal was spotlessly clean with ample duty free shopping available. Amazing authentic Greek food products like Greek baklava, feta and extra virgin olive oils were on promotion. Had to buy some. Boarding was orderly and we were greeted at aircraft door by immaculately dressed cabin crew. I am always impressed by how professional Aegean Airlines cabin crew are. They put Turkish Airlines crews to shame. On time departure with on board service of drinks and meal again served in a very professional and polite manner with a smile. Duty free trolley appeared after the meal service. Smooth flight, landed 20 minutes early. Excellent service from start to finish. Thoroughly recommended.",A320 NEO,Solo Leisure,Economy Class,Athens to London,Mar-22,4,5,5,5,4,5,5,yes,satisfied,Loyal Customer,17,Personal Travel,Eco,2008,0,2,0,4,2,0,2,2,4,4,3,1,4,2,0,0
174,OO,6921,MOD,SFO,3,352,38,0,iu8RvF,Arel,Tyson,Male,37,Spain,Orocue Airport,CO,Colombia,SAM,South America,8/12/2022,ORC,Danie Maggiore,Cancelled,Aegean Airlines,1,"""it is clear that they are in a steep decline""",1st April 2022,TRUE," Both me and my wife are frequent business travelers and Gold Miles & Bonus members. Aegean Airlines started off as a promising, refreshing presence in the Greek market but it is clear that they are in a steep decline. We've experienced such poor customer service in the last several years on a number of occasions. Refunds that took 18 months and countless calls and e-mails to process (for flights that Aegean Airlines canceled). Missed connections due to flight delays where they failed to assist us to reach our destination or arrange overnight accommodation for us. We were asked to cover the expenses on our own and then submit the receipts to receive compensation. We've taken trips where we were asked to pay service fees to change Comfort Flex and Business Class tickets. These two categories are their most unrestrictive fares and allow same day changes without a penalty, yet on a number of occasions, when their website failed to successfully change our tickets, we were asked to pay a service fee to proceed with the change. I could go on and on with a number of other disappointing practices but all in all, it seems that they've adopted policies and restrictions that we only find present with the so called low-cost carriers. All while charging full service carrier regular fares. Until they re-adjust their policies to a more customer service oriented level, we will certainly avoid flying with them in the future. Enough is enough.",A320,Business,Economy Class,Athens to Santorini,Apr-22,1,1,1,1,1,1,1,no,satisfied,Loyal Customer,62,Personal Travel,Eco,832,0,2,1,2,1,2,3,2,2,1,2,4,2,3,0,0
175,9E,3935,EWR,DTW,3,355,130,1,lOBd0V,Ericha,Dressel,Female,29,Sweden,Gorakhpur Airport,IN,India,AS,Asia,1/30/2022,GOP,Rowena Krollman,Cancelled,Aegean Airlines,1,"""friendly and professional staff""",6th March 2022,TRUE,"  I was traveling to Stockholm, always with Aegean which for me is the top airline in Europe. It is not only service, the friendly and professional staff but also, one of the few airlines that offer meals included in the ticket price. And the meals are really great. In this flight a big surprise was the desert offered on the menu of the flight, Greeks call it ""pasteli"" which is a traditional sweet with honey and sesame seeds. The one of the flight, Navarino Icons Pasteli, was exceptional!!! It was so tasty, fresh and I was surprised that looking for the brand I discovered that it is a product of Costa Navarino which is a luxury sustainable destination and resorts and the opposite of an industrial product. ",,Business,Economy Class,Athens to Stockholm,Feb-22,5,5,5,5,,,5,yes,satisfied,Loyal Customer,18,Personal Travel,Eco,2441,0,2,1,4,1,1,1,1,2,2,2,2,3,1,13,4
176,9E,3955,LBB,MEM,3,355,119,0,qVo12R,Yasmin,Findlow,Female,83,Macedonia,Moody Air Force Base,US,United States,NAM,North America,8/17/2022,VAD,Parnell Gosby,Delayed,Aegean Airlines,9,"""Good trip, recommended""",21st February 2022,FALSE,"  LHR - ATH. Check-in was polite, professional and quick. Great selection of Duty-free shops and eateries in T2. Boarding was orderly and greeted at aircraft door by polite and immaculately dressed cabin crew. On time departure, clean aircraft inside and outside. Seats are comfortable with adequate legroom. Drinks service and snack served. Attentive crew. Toilets at rear of plane in Economy were clean. Smooth flight, landed early. Good trip, recommended.",A320 NEO,Solo Leisure,Economy Class,London to Athens,Feb-22,4,5,4,5,4,4,5,yes,satisfied,Loyal Customer,24,Personal Travel,Eco,3219,0,3,0,1,3,0,3,3,4,2,5,5,5,3,93,86
177,9E,4200,TYS,CVG,3,355,64,0,cFcmlg,Corby,Van Der Straaten,Male,75,Kazakhstan,Sangir Airport,ID,Indonesia,AS,Asia,10/01/2022,SAE,Maureen Slimming,On Time,Aegean Airlines,6,"""overall experience is very pleasant""",20th February 2022,FALSE,"  Staff are friendly and the overall experience from ground and cabin crew is very pleasant. Families were given priority when flying from Athens and luggage is usually checked in at no cost (if within size/weight limit). Seats are fairly tight, as expected, but overall pretty comfortable. Planes are new with USB charging on board and if you are lucky, a basic on-board wi-fi streaming service. Food quality is really bad, a tiny cold sandwich, served in a very environmentally-unfriendly card box. Drinks choice is OK. The part that lets this airline down is cleanliness. I expect a spotless cabin, only to find carpets are dirty, which is surprising for a brand new plane, seats have no headrest cover and toilets the worst I have ever seen on a plane.",A320 neo,Family Leisure,Economy Class,Athens to London,Feb-22,2,4,2,5,1,1,2,yes,satisfied,Loyal Customer,12,Personal Travel,Eco,2794,0,3,0,1,3,0,3,3,3,2,4,2,2,3,14,1
178,9E,4274,AMA,MEM,3,355,120,0,vnnGIf,Herbert,Billingsly,Male,56,Mongolia,Jubail Airport,SA,Saudi Arabia,AS,Asia,2/13/2022,QJB,Lincoln Blaske,Delayed,Aegean Airlines,4,"""No warm food was offered""",5th January 2022,TRUE,"  Boarding was done with bus to remote location. Cabin staff were just professional but not friendly. In flight service (breakfast) was in a cardboard box consisting of a cream and a sweet in plastic. There was a option of sandwiches, but they ran out. With the high priced ticket a shame to provide such inflight service. No warm food was offered. The flight was on time. IFE was done through your mobile telephone and there was very limited viewing options.",A321,Family Leisure,Economy Class,Athens to Helsinki,Dec-21,4,2,1,3,1,,1,yes,satisfied,Loyal Customer,39,Personal Travel,Eco,2274,0,3,0,1,2,0,1,2,5,2,1,2,2,2,0,0
179,B6,735,JFK,BQN,3,355,215,0,x6rnf2,Aprilette,Veysey,Female,13,Thailand,Trona Airport,US,United States,NAM,North America,5/28/2022,TRH,Neale MacMearty,Cancelled,Aegean Airlines,1,"""bags would be above the 8 kilos allowed""",31st December 2021,TRUE,  My wife and I booked a trip on Expedia. The rate for economy class seemed acceptable although it restricted us to a single carry-on of no more than 8 kilos. At the airport duty free we bought some items and when tried to board we were told that we had to pay 60 extra euros for the duty free bag. When we tried to put the contents into our carry-on they told us that we would still have to pay the 60 euros since our bags would be above the 8 kilos allowed. In the end we had to pay or lose our flight. ,,Family Leisure,Economy Class,Athens to Paris,Dec-21,2,4,2,1,,,1,no,satisfied,Loyal Customer,46,Personal Travel,Eco,2179,0,3,0,1,5,0,3,5,1,5,1,3,2,5,0,0
180,DL,377,BDL,DTW,3,355,130,0,qaXOZb,Biddy,Rief,Female,89,Vietnam,Kribi Airport,CM,Cameroon,AF,Africa,1/13/2022,KBI,Darlleen Twohig,On Time,Aegean Airlines,1,"""Best value for money""",25th December 2021,TRUE,"  Aegean Airlines are the best airline in Europe. They keep on doing an amazing job. Website and application are very easy to access, cabin crew are professional. New aircrafts and clean cabin. Best value for money.",A321 Neo,Solo Leisure,Economy Class,Prague to Cairo via Athens,Nov-21,5,5,5,5,,,5,yes,satisfied,Loyal Customer,55,Personal Travel,Eco,1656,0,3,0,1,4,0,4,4,3,1,3,3,3,4,0,0
181,HA,202,HNL,ITO,3,355,49,0,IT0YA7,Brunhilda,Davley,Female,16,Indonesia,Black Tickle Airport,CA,Canada,NAM,North America,2/12/2022,YBI,Constantino Flanigan,Delayed,Aegean Airlines,4,"""It was very stressful and inconvenient""",7th December 2021,TRUE,"  
I had to change flights in Athens. We were landing at 15.30 and my boarding time to the other flight was at 15.30! I asked if someone would take us to the other gate and they told me there would be a ""transit ambassador"". I started looking but no ambassador. They were sending me for PLF control which I already had in Prague and no one knew where was this ambassador. I had to pass again from security control. It was very stressful and inconvenient.",,Business,Economy Class,Prague to Athens via Heraklion,Dec-21,4,4,3,1,3,,1,no,satisfied,Loyal Customer,18,Personal Travel,Eco,2411,0,3,0,1,3,0,5,3,2,3,4,2,1,3,0,0
182,MQ,2864,SGF,DFW,3,355,90,0,Seo22L,Artair,Ondrich,Male,73,Indonesia,Pakhokku Airport,MM,Myanmar,AS,Asia,5/12/2022,PKK,Phoebe Quilkin,Delayed,Aegean Airlines,5,"""some things are really frustrating""",15th November 2021,TRUE,"  I dislike the fact that on too many arrivals this airline has not approached passenger walkways, and is choosing the bus as if we are still in the 50s. This was the case on our flight from Larnaca to Athens on 10/11 arriving with more than an hour delay, which was not announced until we were on board, and in Athens the bus like sardines despite the pandemic. The very expensive fare is not justified by a tiny sandwich they give you in flight, and you are given a choice of a fee seat only at the two last rows right next to the toilet, that is is such a place they give you 6 only free seats. You pay very dearly for the ticket, pay extra for luggage or anything over 8 kg, pay extra for a seat or take the seat next to the toilet. The plane is perfect, inflight service excellent, pilots top class, yet some things are really frustrating.",A320NEO,Business,Economy Class,Larnaca to Athens,Nov-21,4,5,2,4,,,2,no,satisfied,Loyal Customer,7,Personal Travel,Eco,1817,0,3,0,1,1,0,1,1,1,2,2,1,3,1,1,5
183,OH,6262,OMA,DTW,3,355,137,1,vmT9g3,Marylinda,Gussie,Female,15,Poland,Khovd Airport,MN,Mongolia,AS,Asia,10/13/2022,HVD,Dyanna Edmondson,Cancelled,Aegean Airlines,2,"""faced to pay my seat change""",4th November 2021,TRUE,"  I was unable to check in for some reason and I was given a seat in the middle. I tried to change it but after check-in at Oslo for the SAS flight, check-in kiosk couldn’t change it so I called Aegean. After 3 calls to the customer service line I was instructed it is fixed and I should check-in on the app paying for my seat change. At boarding in Stockholm I was faced to pay my seat change.",,Business,Economy Class,Stockholm to Athens,Nov-21,,,,1,,,1,no,satisfied,Loyal Customer,13,Personal Travel,Eco,1644,0,3,0,1,2,0,2,2,2,1,3,5,1,2,0,0
184,OH,6414,AZO,DTW,3,355,58,0,Xh51tj,Gabrila,Speedin,Female,88,Portugal,Rostock-Laage Airport,DE,Germany,EU,Europe,8/23/2022,RLG,Hope O'Doherty,On Time,Aegean Airlines,2,"""pay 100 pounds for our backpacks""",3rd November 2021,TRUE,"  My daughter and I flew from London to Athens yesterday. We both had a backpack for our laptops, which we went to London with from Athens, but on the way back we have to pay 100 pounds for our backpacks. I am very upset and the rude Heathrow staff behavior with customers at the gate, and I will never recommend this airline.",,Family Leisure,Economy Class,London to Athens,Nov-21,2,3,1,1,,,2,no,satisfied,Loyal Customer,62,Personal Travel,Eco,1595,0,3,0,1,1,0,1,1,1,3,5,5,2,1,0,0
185,OO,7014,RDM,SFO,3,355,101,0,VWmlhx,Pavlov,Hadye,Male,82,Brazil,Mecheria Airport,DZ,Algeria,AF,Africa,5/12/2022,MZW,Stefano Klampt,Cancelled,Aegean Airlines,7,"""The biggest letdown are the seats""",10th October 2021,TRUE," On this trip they used a A320neo which is noticeably quieter then the regular one. The all female cabin staff was acting friendly and efficiently. We received a lunchbox consisting of a sandwich and a tasty honey-sesame cookie. A limited range of drinks was served as well. They use the airfi on-board WiFi system for games, news, real-time map etc. The biggest letdown are the seats, with an incredibly tight pitch. Even the ones at Wizz Air have more legroom.",A320 neo,Solo Leisure,Economy Class,Athens to Munich,Oct-21,3,4,4,4,4,4,5,yes,satisfied,Loyal Customer,49,Personal Travel,Eco,427,0,3,0,1,2,4,3,1,1,0,1,2,1,3,0,0
186,9E,3668,TYS,LGA,3,360,131,0,LNOgld,Heath,Lackmann,Male,75,China,Shuswap Regional Airport,CA,Canada,NAM,North America,10/05/2022,YSN,Trude Querrard,On Time,Aegean Airlines,7,"""Nothing to complain about""",2nd October 2021,TRUE,"  Nothing to complain about. Stuttgart to Heraklion/Crete on Sept. 21st and return on Oct. 1st. We booked Aegean for the convenient flight times and their decent luggage policy in the Eco ComfortFlex Fare. Both flights were 100% on time. Check-in procedures were quick and efficient. Due to the chaotic conditions at Heraklion Airport Aegeans punctuality and efficiency cannot be appreciated enough. Flight was ok. The crew was not overly motivated but helpful and friendly. There was a free snack and beverage service, which was nothing special but more than other airlines offer. Interior of plane was a little run down but seat comfort and leg space were ok. Overall the Eco Comfort Flex Fare is a very good value for money. Too bad, Aegean doesn't offer a Business Class on their HER flights, at least not out of STR.",A320,Couple Leisure,Economy Class,Stuttgart to Heraklion,Oct-21,3,3,3,4,,,5,yes,satisfied,Loyal Customer,36,Personal Travel,Eco,1713,0,3,0,1,1,0,4,1,2,5,1,3,4,1,0,0
